bookID,specialist_rating,reader_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,age
928,1.86,3.23,395530075,9780395530078,en-US,240,39369,80,2/1/1990,Mariner Books,16+
929,2.82,1.81,618479031,9780618479030,en-US,448,580,41,12/9/2004,Mariner Books,16+
930,2.35,1.54,374529388,9780374529383,eng,335,8624,409,5/5/2004,Farrar  Straus and Giroux,16+
931,1.65,2.39,374525757,9780374525750,en-US,656,712,51,10/12/1998,Farrar  Straus and Giroux,16+
932,1.99,2.56,374504849,9780374504847,en-US,246,8073,319,7/7/2003,Farrar Straus and Giroux,16+
933,1.62,2.24,878054901,9780878054909,eng,184,4,0,3/1/1991,University Press of Mississippi,16+
934,3.29,1.84,374521026,9780374521028,eng,248,662,50,9/18/2003,Farrar  Straus and Giroux,16+
935,1.85,2.62,822219751,9780822219750,eng,73,67,6,4/7/2004,Dramatists Play Service,16+
936,1.17,0.92,345833422X,9783458334224,ger,88,0,0,4/1/1995,Insel  Frankfurt,16+
937,2.75,2.18,1420925431,9781420925432,eng,119,128596,3422,1/1/2005,Digireads.com,16+
938,1.74,3.09,451521412,9780451521415,eng,449,2450,113,2/4/1986,Signet,16+
939,2.12,1,811202100,9780811202107,eng,208,6,0,1/17/1971,New Directions,16+
940,2.22,1.75,141441488,9780141441481,eng,396,1665,125,7/27/2006,Penguin Classics,16+
941,1.07,2.77,486424545,9780486424545,eng,246,54765,1437,10/29/2002,Dover Publications,16+
942,1.42,2.17,393310329,9780393310320,eng,256,21997,1005,12/17/2005,W. W. Norton  Company,16+
943,1.74,0.84,156286513,9780156286510,eng,648,141,11,5/2/1994,Mariner Books,16+
944,2.92,4.31,141183357,9780141183350,eng,352,368,26,9/28/2000,Penguin Books,16+
945,1.67,1.99,385314698,9780385314695,eng,384,2699,336,5/1/1995,Delta,16+
946,1.58,2.02,1594200939,9781594200939,eng,336,3259,187,5/18/2006,Penguin Press HC  The,16+
947,2.74,2.25,439847796,9780439847797,eng,140,1864,117,9/1/2006,Scholastic Books,16+
948,1.4,1.47,439651417,9780439651417,eng,151,1928,85,2/1/2006,Scholastic,16+
949,3.99,0.88,439651409,9780439651400,eng,150,2050,76,12/1/2005,Scholastic,16+
950,2.02,3.18,380777584,9780380777587,eng,390,8,0,9/28/1994,Avon,16+
951,0.52,2.69,1860460585,9781860460586,eng,314,254,35,4/5/1995,The Harvill Press,16+
952,0.94,2.11,750000333,9780750000338,eng,194,14,4,4/1/1991,Simon and Schuster,16+
953,0.94,2.54,750005947,9780750005944,eng,188,8,1,1/17/1991,Hodder,16+
954,1.96,3.24,225393321X,9782253933212,fre,384,69,10,7/5/1999,Livre de Poche,16+
955,0.22,2.03,750012633,9780750012638,eng,191,21,0,8/31/1992,Hodder,16+
956,2.55,3.33,750002468,9780750002462,eng,188,112,7,10/20/1991,Simon and Schuster,16+
957,1.08,2.77,750002425,9780750002424,eng,164,139,6,2/6/1991,Simon and Schuster,16+
958,2.3,1.96,1420926845,9781420926842,en-US,144,19,0,1/1/2006,Digireads.com,16+
959,2.58,3.22,300044887,9780300044881,eng,352,114,11,9/10/1989,Yale University Press,16+
960,3.12,2.21,486427595,9780486427591,eng,256,34,5,7/15/2003,Dover Publications,16+
961,0.73,1.8,674993381,9780674993389,grc,528,14,0,6/28/1963,Loeb Classical Library 307,16+
962,3,1.7,872203603,9780872203600,eng,480,100,9,9/1/1998,Hackett Publishing Company  Inc. (USA),16+
963,1.34,1.68,1420927329,9781420927320,eng,80,4577,126,1/1/2006,Digireads.com,16+
964,2.28,2.42,226307751,9780226307756,eng,304,327,12,2/15/1960,University Of Chicago Press,16+
965,2.07,0.05,312304358,9780312304355,eng,405,91395,8192,10/4/2004,St. Martin's Griffin,16+
966,1.19,2.3,1416600302,9781416600305,eng,186,592,49,6/15/2005,Association for Supervision & Curriculum Development,16+
967,1.83,2.82,1840466383,9781840466386,en-GB,176,26,1,5/10/2001,Totem Books,16+
968,2.8,2.57,553383825,9780553383829,eng,320,430,23,8/30/2005,Dial Press,16+
969,1.57,2.53,743217187,9780743217187,eng,352,12839,375,11/13/2001,Scribner,16+
970,0.45,3.2,007001356X,9780070013568,eng,256,10,1,12/1/1994,McGraw-Hill Humanities/Social Sciences/Languages,16+
971,1.67,2.12,60816198,9780060816193,spa,304,1099,46,9/6/2005,HarperCollins Espanol,16+
972,1.24,3.25,61161535,9780061161537,eng,321,15345,1075,11/7/2006,Harper,16+
973,3.19,1.47,60951303,9780060951306,spa,454,608,38,9/18/2001,HarperCollins Espanol,16+
974,1.78,1.82,60951273,9780060951276,spa,336,514,33,5/14/2002,Harper Perennial,16+
975,1.95,2,60591714,9780060591717,spa,432,1189,51,9/7/2004,HarperCollins Espanol,16+
976,2.13,0.67,60535032,9780060535032,eng,408,17962,778,4/27/2004,Rayo,16+
977,0.56,0.41,571219764,9780571219766,eng,331,2359,146,4/7/2003,Faber  Faber,16+
978,2.58,0.83,3518399608,9783518399606,ger,407,9,0,3/1/2003,Suhrkamp,16+
979,2.2,2.35,750002441,9780750002448,eng,188,13,1,8/23/1993,Hodder Children's Books,16+
980,3.05,1.72,399239987,9780399239984,eng,48,382,85,9/7/2006,G.P. Putnam's Sons Books for Young Readers,16+
981,1.6,2.02,679643354,9780679643357,eng,203,768,96,9/12/2006,Modern Library,16+
982,2.33,3.06,345448197,9780345448194,eng,319,191,26,2/28/2006,Random House Trade,16+
983,2.31,2.73,140275010,9780140275018,eng,294,970,104,7/1/1998,Penguin Books,16+
984,2.68,2.68,345455827,9780345455826,eng,480,2046,248,1/11/2005,Random House Trade Paperbacks,16+
985,3.26,3.27,345448146,9780345448149,eng,456,51,2,3/26/2002,Ballantine Books,16+
986,2.86,0.84,140298517,9780140298512,eng,400,3457,329,2/1/2001,Penguin Books,16+
987,2.18,1.07,399234764,9780399234767,eng,48,127,25,9/10/2001,G.P. Putnam's Sons Books for Young Readers,16+
988,0.52,1.21,189044717X,9781890447175,eng,200,0,0,10/13/2000,Grove Press  Open City Books,16+
989,1.95,1.34,613359607,9780613359603,spa,254,142,12,3/6/2001,Turtleback Books,16+
990,1,0.83,141185473,9780141185477,eng,557,856,146,12/1/2000,Penguin Classics,16+
991,2.87,1.89,321344758,9780321344755,en-US,201,7736,641,8/28/2005,New Riders Publishing,16+
992,1.84,1.72,60987324,9780060987329,eng,288,15798,612,3/1/1999,ReganBooks,16+
993,1.89,1.15,067976397X,9780679763970,eng,437,62954,1791,8/29/1995,Vintage,16+
994,2.26,3.81,156030489,9780156030489,eng,179,1084,131,7/3/2006,Mariner Books,16+
995,3.19,1.53,60984384,9780060984380,en-US,406,1170,117,12/22/1999,Harper Perennial,16+
996,2.54,0.91,60184124,9780060184124,eng,480,138,29,6/27/2006,Harper,16+
997,1.33,1.56,815412185,9780815412182,eng,304,99,16,6/25/2002,Cooper Square Press,16+
998,2.02,1.4,60837551,9780060837556,eng,673,533,66,9/6/2005,Avon Books,16+
999,1.59,2.12,60510854,9780060510855,eng,928,5991,120,1/28/2003,Avon,16+
1000,1.69,2.45,380710846,9780380710843,eng,943,5423,157,2/1/1997,Avon,16+
1001,5.68,5.04,743286421,9780743286428,eng,372,1182,175,5/23/2006,Simon & Schuster,6-8
1002,4.55,4.85,517201666,9780517201664,en-US,768,39,7,2/14/1999,Wings,6-8
1003,4.2,5.48,671024183,9780671024185,eng,848,3478,191,1/1/2002,Pocket Books,6-8
1004,3.7,4.75,671024205,9780671024208,eng,1110,4291,119,10/28/2003,Pocket Books,6-8
1005,4.45,5.78,068809368X,9780688093686,eng,896,311,49,9/28/1990,William Morrow & Company (NYC),6-8
1006,5.16,5.5,038071082X,9780380710829,eng,1104,9623,199,7/1/1992,Avon,6-8
1007,5.98,4.46,380711966,9780380711963,eng,288,153,17,11/1/1990,Avon,6-8
1008,5.88,5.59,764586688,9780764586682,eng,128,24,2,12/14/2000,Cliffs Notes,6-8
1009,6.3,5.73,1401308589,9781401308582,eng,196,520051,16562,9/23/2003,Hyperion,6-8
1010,4.58,5.36,99450259,9780099450252,eng,272,16588,1606,4/15/2004,Vintage,6-8
1011,4.84,4.91,99456761,9780099456766,eng,268,6124,754,4/1/2004,Red Fox,6-8
1012,6.26,5.04,385662238,9780385662239,eng,240,34,6,3/28/2006,Doubleday Canada,6-8
1013,4.38,5.41,767904419,9780767904414,eng,372,981,69,9/1/1999,Broadway Books,6-8
1014,4.49,4.75,767904435,9780767904438,eng,225,7763,362,9/1/1999,Broadway Books,6-8
1015,4.68,5.51,767904427,9780767904421,eng,351,10384,637,9/1/1999,Broadway/Crown Publishing Group,6-8
1016,5.94,4.71,061870986X,9780618709861,eng,303,14655,1211,9/1/2006,Mariner Books,6-8
1017,5.54,6.55,140259104,9780140259100,eng,320,945,61,12/1/1996,Penguin Books,6-8
1018,6.04,6.53,446696129,9780446696128,eng,352,154933,3141,4/1/2005,Grand Central Publishing,6-8
1019,5.53,5.66,446696137,9780446696135,eng,341,125693,3229,4/1/2005,Grand Central Publishing,6-8
1020,4.45,4.66,044669651X,9780446696517,eng,465,68228,2425,4/11/2006,Grand Central Publishing,6-8
1021,3.34,5.83,446694851,9780446694858,eng,368,36784,2658,1/3/2006,Grand Central Publishing,6-8
1022,4.99,4.77,446615862,9780446615860,eng,276,126629,5295,8/1/2005,Vision,6-8
1023,6.01,5.42,8496284530,9788496284531,spa,444,31,3,4/1/2005,Roca Editorial,6-8
1024,4.05,5.01,446691798,9780446691796,en-US,212,1596,157,8/1/2004,Warner Books,6-8
1025,3.42,4.94,446606812,9780446606813,en-GB,370,2755,218,2/1/1999,Grand Central Publishing,6-8
1026,4.87,6.99,446693804,9780446693806,eng,240,555995,10173,9/1/2004,Grand Central Publishing,6-8
1027,,4.88,142000205,9780142000205,eng,320,37936,1192,3/8/2001,Penguin Books,6-8
1028,5.02,5,446676071,9780446676076,eng,342,201488,3496,12/1/1999,Warner Books,6-8
1029,5.99,4.17,61136956,9780061136955,eng,327,1967,66,10/31/2006,Avon,6-8
1030,4.94,5.36,067003777X,9780670037773,eng,514,32370,4212,8/3/2006,Penguin Books Ltd,6-8
1031,4.58,6.27,767920740,9780767920742,eng,192,82,9,2/14/2006,Three Rivers Press,6-8
1032,5.92,4.7,030726422X,9780307264220,en-US,112,790,99,10/31/2006,Knopf,6-8
1033,4.56,5.48,312349486,9780312349486,eng,310,81381,1925,6/20/2006,St. Martin's Press,6-8
1034,6.66,5.23,671524097,9780671524098,eng,368,2792,73,7/27/2004,Pocket Star Books,6-8
1035,5.48,4.78,074321076X,9780743210768,en-US,256,317,33,12/31/2001,Scribner Book Company,6-8
1036,5.1,4.61,440420628,9780440420620,eng,74,51,7,6/14/2005,Yearling Books,6-8
1037,3.75,4.77,440420636,9780440420637,eng,72,41,7,7/12/2005,Yearling Books,6-8
1038,4.58,4.43,440420598,9780440420590,eng,80,56,7,5/10/2005,Yearling,6-8
1039,6.46,4.97,307264122,9780307264121,eng,48,26,5,4/9/2002,Random House Books for Young Readers,6-8
1040,5.54,5.14,1421505479,9781421505473,eng,208,612,8,9/12/2006,VIZ Media LLC,6-8
1041,5.73,4.18,898705975,8987059752,en-US,276,641,63,9/1/1996,Ignatius Press,6-8
1042,5.14,5.47,1421505487,9781421505480,eng,208,715,18,12/12/2006,VIZ Media LLC,6-8
1043,6.25,4.62,087123596X,9780871235961,eng,238,364,21,7/1/2000,Bethany House Publishers,6-8
1044,4.28,4.7,974607894,9780974607894,eng,124,5856,310,9/1/2004,Melville House Publishing,6-8
1045,5.4,4.78,767916913,9780767916912,en-US,368,910,74,5/9/2006,Broadway Books,6-8
1046,5.32,5.94,373706405,9780373706402,eng,304,13,2,2/22/1995,Harlequin Superromance,6-8
1047,5.08,4.12,1903582415,9781903582411,eng,212,4,0,4/28/2003,Merlin Publishing,6-8
1048,3.9,3.77,717801330,9780717801336,eng,192,118,9,10/1/1959,International Publishers,6-8
1049,5.26,5.72,055323370X,9780553233704,eng,339,38411,1366,4/1/1983,Dell Laurel-Leaf,6-8
1050,5.75,5.38,195421167,9780195421163,eng,410,184,22,11/4/2004,Oxford University Press  USA,6-8
1051,5.29,4.03,553565923,9780553565928,en-US,246,928,27,11/1/1994,Bantam Starfire,6-8
1052,4.57,5.17,786180307,9780786180301,eng,8,63,8,12/1/1998,Blackstone Audiobooks,6-8
1053,2.66,4.14,770422454,9780770422455,eng,288,3760,248,8/1/1989,Seal Books,6-8
1054,5.56,4.85,553609416,76783609419,eng,2088,98611,1447,10/6/1998,Starfire,6-8
1055,5.89,4.77,770422470,9780770422479,eng,288,6082,188,6/1/1988,Seal Books,6-8
1056,5.9,5.67,553212419,9780553212419,eng,1059,24087,554,8/26/1986,Bantam Classics,6-8
1057,4.86,5.65,393059162,9780393059168,eng,1878,1411,54,11/30/2004,W. W. Norton & Company,6-8
1058,5.65,4.44,039305800X,9780393058000,eng,907,2203,32,11/7/2005,W. W. Norton & Company,6-8
1059,4.89,3.76,471648795,9780471648796,eng,244,2037,71,3/1/2006,Wiley,6-8
1060,6.01,6.32,1598870297,9781598870299,eng,6,18,4,4/20/2006,HighBridge Company,6-8
1061,3.62,5.25,871139472,9780871139474,eng,304,29,6,10/11/2006,Atlantic Monthly Press,6-8
1062,4.48,4.97,743564677,9780743564670,eng,0,7,2,10/3/2006,Simon  Schuster Audio,6-8
1063,4.9,5.65,448409577,9780448409573,eng,218,119,8,10/15/1996,Grosset & Dunlap,6-8
1064,4.63,5.02,517174960,9780517174968,eng,334,2184,87,7/1/2001,Gramercy Books,6-8
1065,5.1,4.64,074353395X,9780743533959,eng,0,12,1,10/1/2003,Simon & Schuster Audio,6-8
1066,5.68,5.67,470038322,9780470038321,en-GB,458,114,15,10/1/2006,For Dummies,6-8
1067,6.07,5.38,764525905,9780764525902,eng,454,925,92,8/1/2003,John Wiley & Sons,6-8
1068,4.91,4.84,449005577,9780449005576,en-US,328,948,27,10/31/2000,Ballantine Books,6-8
1069,5.17,4.5,159052201X,9781590522011,eng,157,5044,316,9/3/2003,Multnomah Books,6-8
1070,5.5,5.53,385732554,9780385732550,eng,208,1585589,56604,1/24/2006,Ember,6-8
1071,5.03,3.44,64401685,9780064401685,eng,192,2201,218,4/2/2019,HarperCollins,6-8
1072,5.6,4.76,449904962,9780449904961,eng,288,1760,135,11/29/1989,Ballantine Books,6-8
1073,5.12,4.56,156011654,9780156011655,eng,400,1426,201,9/28/2000,Mariner Books,6-8
1074,4.65,4.47,330488155,9780330488150,eng,200,406,64,5/18/2003,Picador,6-8
1075,4.62,5.62,964561107,9780964561106,eng,270,481,58,9/1/1995,Granta,6-8
1076,3.86,5.88,1400097029,9781400097029,eng,195,19308,1803,8/15/2006,Vintage,6-8
1077,4.26,6.23,307263118,9780307263117,eng,195,586,103,12/7/2005,Alfred A. Knopf,6-8
1078,4.22,5.46,375725237,9780375725234,eng,220,3202,278,6/12/2001,Vintage,6-8
1079,5.65,5.4,679736859,9780679736851,eng,240,387,29,5/28/1996,Vintage,6-8
1080,5.39,5.17,679737995,9780679737995,eng,242,583,60,10/12/1993,Vintage,6-8
1081,5.13,4.22,037572530X,9780375725302,eng,257,974,81,6/8/2004,Vintage,6-8
1082,6.33,4.02,330371851,9780330371858,eng,244,33,3,12/17/1998,Picador,6-8
1083,4.3,6.09,143037749,9780143037743,eng,445,53736,3657,8/29/2006,Penguin Books,6-8
1084,5.07,4.89,689875347,9780689875342,eng,403,189652,8207,12/9/2003,Simon and Schuster,6-8
1085,4.07,4.72,452287650,9780452287655,en-US,224,130,16,12/1/2006,Plume Books,6-8
1086,5.64,4.76,439228905,9780439228909,eng,245,208684,3358,3/1/2003,Scholastic Paperbacks,6-8
1087,4.94,4.55,60572159,9780060572150,eng,257,31134,2662,4/5/2005,Harper Perennial,6-8
1088,4.71,5.38,142004200,9780142004203,en-US,816,170,21,9/7/2004,Penguin Books,6-8
1089,5.99,5.77,143039105,9780143039105,eng,594,1122,69,2/1/2005,Penguin Classics,6-8
1090,6.56,5.37,142437301,9780142437308,eng,222,25490,1585,2/25/2003,Penguin Books,6-8
1091,4.69,5.15,99478420,9780099478423,eng,272,21842,891,10/7/2004,Vintage Classics,6-8
1092,4.16,2.69,142437913,9780142437919,eng,197,2064,220,8/31/2004,Penguin Classics,6-8
1093,5.56,4.39,143039725,9780143039723,eng,272,1139,70,6/27/2006,Penguin Classics,6-8
1094,5.22,5.55,143039024,9780143039020,eng,180,37620,2298,8/31/2004,Penguin Classics Deluxe Editions,6-8
1095,3.53,5.42,140186123,9780140186123,eng,368,295,22,4/1/1993,Penguin Books,6-8
1096,7.24,7.09,014018533X,9780140185331,eng,157,1322,109,7/1/1992,Penguin Books Ltd,6-8
1097,4.81,4.17,671019090,9780671019099,eng,160,2910,220,2/1/1998,Washington Square Press,6-8
1098,4.94,3.81,037570387X,9780375703874,eng,347,9541,576,6/17/2003,Vintage,6-8
1099,5,4.47,375703861,9780375703867,eng,448,102370,5677,6/12/2001,Vintage,6-8
1100,3.73,2.81,385722222,9780385722223,eng,233,18210,629,5/10/2005,Anchor,6-8
1101,5.04,5.57,60586540,9780060586546,eng,512,424,13,3/2/2004,Harper Perennial Modern Classics,6-8
1102,4.63,4.75,1567922694,9781567922691,eng,512,12,3,9/10/2004,David R. Godine Publisher,6-8
1103,4.78,5.66,940450097,9780940450097,eng,1436,1031,72,4/15/1983,Library of America,6-8
1104,5.82,5.52,940450240,9780940450240,eng,1478,348,16,4/1/1985,Library of America,6-8
1105,4.06,4.6,140431055,9780140431056,eng,448,545,53,8/26/1976,Penguin Classics,6-8
1106,5.99,4.2,940450003,9780940450004,eng,1333,644,26,5/6/1982,Library of America,6-8
1107,5.07,5.01,440416884,9780440416883,eng,256,1360,52,8/26/2003,Yearling,6-8
1108,6.1,4.89,385327870,9780385327879,eng,160,1,0,9/13/2005,Delacorte Books for Young Readers,6-8
1109,4.65,5,142002062,9780142002063,eng,247,15204,780,12/31/2002,Penguin Books,6-8
1110,5.35,5.33,449235947,9780449235942,eng,319,55,13,6/12/1978,Fawcett,6-8
1111,6.25,6.33,862731585,9780862731588,eng,862,0,0,1/1/1984,Heinemann-Octopus,6-8
1112,4.02,5.84,014200202X,9780142002025,eng,181,48961,2823,8/27/2002,Penguin,6-8
1113,5.95,5.48,142002046,9780142002049,eng,264,16055,639,8/27/2002,Penguin Books,6-8
1114,6.02,5.82,142003255,9780142003251,eng,326,14108,428,9/2/2003,Penguin Books,6-8
1115,4.64,4.4,142003298,9780142003299,eng,120,5074,211,4/6/2004,Penguin Books,6-8
1116,4.66,5.1,142002151,9780142002155,eng,432,572,43,4/4/2006,Penguin Books,6-8
1117,4.96,5.68,141184884,9780141184883,en-GB,204,1361,77,8/3/2000,Penguin Books Ltd,6-8
1118,5.84,3.96,1904634001,9781904634003,eng,200,25,5,3/2/2004,Enitharmon Press,6-8
1119,4.86,4.79,141184892,9780141184890,eng,192,426,42,9/6/2007,Penguin Books Ltd,6-8
1120,4.68,3.73,1842552473,9781842552476,eng,184,210,26,12/23/2004,Orion Children's Books,6-8
1121,4.21,4.99,679854347,9780679854340,eng,272,4461,158,11/15/1994,Yearling,6-8
1122,4.75,5.45,440458153,9780440458159,eng,239,1351,32,5/1/1984,Yearling Books,6-8
1123,4.3,4.85,192752537,9780192752536,en-US,243,430,33,9/1/2002,Oxford University Press  USA,6-8
1124,5.99,3.9,440486874,9780440486879,eng,256,1059,38,12/1/1985,Yearling,6-8
1125,5.03,4.37,1405088567,9781405088565,eng,104,913,66,9/1/2006,MacMillan UK,6-8
1126,6.29,3.94,330489992,9780330489997,eng,128,377,54,4/16/2004,Pan,6-8
1127,3.24,6.17,330442554,9780330442558,eng,153,1410,73,11/3/2006,Macmillan,6-8
1128,6.21,5.28,688117228,9780688117221,eng,358,516,77,12/31/1993,William Morrow & Company,6-8
1129,5.83,4.85,330367471,9780330367479,eng,335,9,5,6/11/1999,Pan,6-8
1130,5.98,6.75,1841156736,9781841156736,eng,653,133237,7468,9/2/2002,Fourth Estate Paperbacks,6-8
1131,5.28,4.84,1589971280,9781589971288,en-US,367,1094,87,3/31/2010,Thomas Nelson,6-8
1132,4.49,5.46,446679224,9780446679220,eng,511,6736,297,12/2/2005,Grand Central Publishing,6-8
1133,5.16,4.29,083082605X,9780830826056,eng,158,64,16,10/2/2000,IVP Academic,6-8
1134,5.8,4.2,505523248,9780505523242,eng,394,369,16,7/1/1999,Love Spell,6-8
1135,4.13,5.35,1595820159,761568107371,eng,256,247,18,10/26/2005,Dark Horse Books,6-8
1136,5.09,3.74,345446666,9780345446664,eng,429,9847,516,3/26/2002,Fawcett Books,6-8
1137,5.36,4.9,307275736,9780307275738,eng,383,10651,711,10/10/2006,Vintage,6-8
1138,4.35,4.38,571204104,9780571204106,eng,218,9258,330,5/20/2002,Penguin Books in association with Faber & Faber,6-8
1139,2.77,4.91,571204201,9780571204205,eng,306,8045,265,5/20/2002,Gardners Books,6-8
1140,5.98,5.39,571204155,9780571204151,eng,225,39,4,5/20/2002,Gardners Books,6-8
1141,5.91,5.83,1400096472,9781400096473,eng,459,10304,374,11/8/2005,Vintage,6-8
1142,5.07,4.4,345442121,9780345442123,eng,306,495,76,2/27/2001,Ballantine Books,6-8
1143,4.99,6.07,743219570,9780743219570,eng,250,26375,953,5/8/2001,Scribner,6-8
1144,4.2,5.35,743219619,9780743219617,eng,352,13801,335,10/2/2001,Scribner,6-8
1145,4.88,6.25,743219635,9780743219631,eng,400,3793,286,8/2/2001,Scribner,6-8
1146,6.24,5.32,60934344,9780060934347,eng,940,4956,705,4/26/2005,Ecco,6-8
1147,5.66,3.89,142437239,9780142437230,eng,1023,160911,4087,2/25/2003,Penguin Books,6-8
1147,5.66,3.89,142437239,9780142437230,eng,1023,160911,4087,2/25/2003,Penguin Books,6-8
1148,4.62,3.9,451528905,9780451528902,en-US,544,71,5,6/3/2003,Signet Classics,6-8
1149,5.19,5.99,037575699X,9780375756993,eng,1168,393,40,4/10/2001,Modern Library,6-8
1150,5.52,5.69,156495406,9780156495400,eng,240,275,14,4/18/1984,Harcourt Brace Jovanovich,8-10
1151,4.01,5.12,822004151,9780822004158,eng,96,21,2,7/8/1964,Cliffs Notes,8-10
1152,4.42,4.88,727861158,9780727861153,eng,256,41,11,9/1/2004,Severn House Publishers,8-10
1153,6.74,4.47,821773682,9780821773680,eng,383,1869,46,9/1/2002,Zebra,8-10
1154,7.09,5.72,226443221,9780226443225,eng,320,732,71,7/15/2003,University Of Chicago Press,8-10
1155,4.33,5.08,345449606,9780345449603,eng,496,2025,41,11/27/2001,Ballantine Books,8-10
1156,5.86,4.74,1843607409,9781843607403,eng,196,3567,62,5/15/2004,Ellora's Cave,8-10
1157,4.46,4.72,1582430152,9781582430157,eng,190,6214,270,4/16/1999,Counterpoint,8-10
1158,4.83,6.08,767915747,9780767915748,eng,304,15315,1101,4/13/2004,Broadway Books,8-10
1159,3.58,5.55,963810944,9780963810946,eng,134,292,35,2/19/2005,Polyface,8-10
1160,4.52,5.53,393328627,9780393328622,eng,255,110082,9777,5/17/2006,Norton,8-10
1161,5.55,5.39,553380168,9780553380163,eng,212,239652,5860,9/1/1998,Bantam Books,8-10
1162,5.13,5.01,767923227,9780767923224,eng,624,352,37,11/1/2005,Broadway Books,8-10
1163,5.47,5.77,895260476,9780895260475,en-US,270,1604,153,11/1/2004,Regnery Publishing,8-10
1164,4.23,4.8,802715524,9780802715524,eng,336,14820,1686,5/16/2006,Bloomsbury,8-10
1165,5.58,5.19,517223120,9780517223123,eng,460,38915,1087,3/2/2004,Gramercy Books,8-10
1166,4.22,3.32,743564413,9780743564410,eng,8,302,69,10/17/2006,Simon  Schuster Audio,8-10
1167,5.89,6.53,764596861,9780764596865,eng,816,1816,22,8/15/2006,Houghton Mifflin Harcourt,8-10
1168,4.1,5.39,609602195,9780609602195,eng,256,28789,177,4/6/1999,Clarkson Potter,8-10
1169,3.38,4.72,792272668,9780792272663,eng,204,240,46,5/1/2005,National Geographic Society,8-10
1170,6.29,4.42,374271070,9780374271077,eng,129,807,95,5/29/2007,Farrar  Straus and Giroux,8-10
1171,4.52,6.89,070112766X,9780701127664,eng,344,4,0,1/23/1984,Vintage/Ebury (A Division of Random House Group),8-10
1172,5.39,6.47,8420466557,9788420466552,spa,388,6,0,6/1/2003,Santillana USA Publishing Company,8-10
1173,4.62,3.62,670037567,9780670037568,eng,256,2168,233,5/18/2006,Viking Adult,8-10
1174,6,5.05,8466617353,9788466617352,spa,618,174,14,6/1/2005,Ediciones B,8-10
1175,4.09,5.9,747236046,9780747236047,eng,632,237,15,2/20/1992,Headline Book Pub Ltd,8-10
1176,5.6,5.45,785118950,9780785118954,eng,120,232,9,7/19/2006,Marvel,8-10
1177,5.48,4.64,3453215281,9783453215283,ger,1456,141,11,8/1/2002,Heyne,8-10
1178,5.98,4.89,2266111574,9782266111577,fre,347,21,1,12/26/2000,Pocket,8-10
1179,5.58,5.21,2221089561,9782221089569,fre,572,29,1,12/14/1998,Robert Laffont,8-10
1180,2.7,5.29,380817934,9780380817931,eng,891,13300,484,7/25/2006,Harper Voyager,8-10
1181,5.14,5.16,380817926,9780380817924,eng,752,21973,905,6/28/2005,HarperTorch,8-10
1182,5.48,5.99,316017442,9780316017442,eng,769,31711,3317,1/8/2007,Little  Brown and Company,8-10
1183,4.2,6.27,60506040,9780060506049,eng,272,953,61,11/26/2002,Harper Voyager,8-10
1184,4.46,4.51,312989482,9780312989484,eng,320,734,44,9/15/2003,Minotaur Books,8-10
1185,4.85,5.24,553572946,9780553572940,eng,563,38357,1111,12/1/1996,Bantam Spectra,8-10
1186,5.32,3.91,380817160,9780380817160,eng,371,6253,488,12/31/2002,HarperTorch,8-10
1187,4.88,5.14,312282990,9780312282998,eng,639,165862,9143,8/25/2001,Picador USA,8-10
1188,4.14,4.28,159307171X,9781593071714,eng,159,1097,105,5/18/2004,Dark Horse,8-10
1189,5.52,4.45,849942985,9780849942983,eng,240,1101,58,10/31/2001,Thomas Nelson,8-10
1190,4.62,5.74,722533942,9780722533949,eng,243,16483,685,9/6/1999,HarperTorch (an imprint of HarperCollins Publishers),8-10
1191,6.83,3.24,60527994,9780060527990,eng,205,47673,2046,7/3/2006,HarperOne,8-10
1192,4.39,3.62,316767727,9780316767729,eng,198,112779,2897,1/30/2001,Little  Brown and Company,8-10
1193,5.23,4.76,753459647,9780753459645,eng,32,50,6,9/15/2006,Kingfisher,8-10
1194,5.65,5.08,033048477X,9780330484770,eng,399,844,76,4/21/2010,Picador,8-10
1195,5.75,6.52,375727272,9780375727276,eng,404,24618,738,8/29/2006,Vintage,8-10
1196,6.01,4.77,446677124,9780446677127,eng,608,32337,272,12/1/2000,Grand Central Publishing,8-10
1197,3.77,5.66,1416908161,9781416908166,eng,208,4213,735,11/1/2005,Simon  Schuster Books for Young Readers,8-10
1198,4.33,4.21,664228917,9780664228910,en-US,228,12,1,9/2/2005,Westminster John Knox Press,8-10
1199,5.19,3.86,60925752,9780060925758,eng,288,4372,81,12/13/2013,Harper Perennial,8-10
1200,4.17,4.01,922729484,9780922729487,en-US,155,141,5,8/17/2017,Summit University Press,8-10
1201,5.26,4.77,452282179,9780452282179,en-US,412,38,4,1/1/2001,Plume,8-10
1202,3.58,6.59,080701429X,9780807014295,eng,165,282127,13449,6/1/2006,Beacon Press,8-10
1203,4.26,5.08,807014265,9780807014264,eng,165,391,44,3/30/2000,Beacon Press (Boston),8-10
1204,5.26,5.4,393058638,9780393058635,eng,430,3958,172,2/1/2006,W. W. Norton & Company,8-10
1205,5.3,4.47,471979988,9780471979982,en-US,382,143,20,5/1/2006,For Dummies,8-10
1206,4.65,5.57,020161622X,9780201616224,eng,321,12563,699,10/30/1999,Addison-Wesley Professional,8-10
